Cross Lochs,Restored 2006,Restored 2015,Erosion
1.18497109,1.16172254,1.29697251,1.22729135
1.18359578,1.17004085,1.36702967,1.22704899
1.17415535,1.16648769,1.34355474,1.22601569
1.17882252,1.16836715,1.31567013,1.23832452
1.17813933,1.16207802,1.290272,1.23912644
1.18732715,1.16499257,1.12861133,1.22449172
1.18009114,1.15744948,1.1177808,1.21806765
1.17657447,1.16051066,1.11000586,1.23283207
1.18013871,1.15318859,1.07992399,1.2179029
1.17700171,1.13285863,1.10364902,1.21369743
1.19101906,1.16334248,1.11549771,1.22826576
1.18878555,1.16490591,1.20936525,1.23388827
1.17880547,1.17666328,1.21684361,1.22770023
1.15844524,1.17187619,1.20659113,1.2260046
1.16641033,1.17220592,1.19392335,1.22725308
1.16242301,1.17090106,1.21532035,1.21902275
1.16575193,1.17410624,1.29012525,1.2196027
1.17053926,1.17219889,1.24661911,1.22117734
1.1804105,1.170959,1.24086726,1.2083534
1.17681491,1.17268014,1.3114202,1.22216058
1.17707908,1.18888009,1.23152721,1.22073317
1.16604698,1.18060136,1.25931799,1.22412682
1.17487621,1.18113708,1.24987996,1.20143342
1.17771566,1.16969669,1.21420395,1.19347596
1.17874038,1.17120719,1.24283004,1.19748843
1.18293214,1.16568637,1.27975869,1.18915868
1.174752,1.16914845,1.25663996,1.1881516
1.18231916,1.16579962,1.17915642,1.19278979
1.15235579,1.17212915,1.16802931,1.18910944
1.14746308,1.17661417,1.17840993,1.19332159
1.15804005,1.18081403,1.18852198,1.21848762
1.17298245,1.15866327,1.20745826,1.20734489
1.17996895,1.16269064,1.21990478,1.19130242
1.17348564,1.14120507,1.18466413,1.18588269
1.16351473,1.16836834,1.21600473,1.19599676
1.1659224,1.15675998,1.2165637,1.20033097
1.16561377,1.14481878,1.24703193,1.19826603
1.15952706,1.16108596,1.23574102,1.19975865
1.15413558,1.16042674,1.23847806,1.20507479
1.14977801,1.16563964,1.22747529,1.20336342
1.15005124,1.17098808,1.24006116,1.19586325
1.15886772,1.1634295,1.24124515,1.21474636
1.15369701,1.10944462,1.22871697,1.21550882
1.15990055,1.1452657,1.24049413,1.20308256
1.16464746,1.16426706,1.22877538,1.20258462
1.1589098,1.16678905,1.21963096,1.20518923
1.16014194,1.1722331,1.23767984,1.26673722
1.15502381,1.18047857,1.23097968,1.35440862
1.15166044,1.17448676,1.23431492,1.3318944
1.19301546,1.18585563,1.24189281,1.2564739
1.19612837,1.16331744,1.26262462,1.2284888
1.17263591,1.17447972,1.260728,1.20824969
1.17244172,1.18010676,1.25687075,1.20026982
1.17280281,1.16893661,1.26657283,1.20307112
1.18158197,1.17905724,1.2202698,1.1910249
1.18115544,1.18787873,1.22841311,1.20192266
1.17152309,1.19237018,1.20714569,1.20590293
1.18102574,1.19236183,1.20894456,1.19953299
1.18927157,1.19437182,1.21817601,1.21292818
1.19774544,1.18811905,1.21658063,1.2140696
1.20747626,1.19464886,1.20406544,1.22128856
1.20959628,1.18686044,1.20817256,1.21182775
1.21334636,1.17803085,1.10990357,1.20991611
1.26659596,1.17417824,1.14989877,1.21710074
1.33195627,1.17497468,1.20041263,1.21650708
1.33620989,1.16573441,1.10969853,1.21530843
1.27377641,1.17956722,1.180282,1.24682367
1.25292361,1.17484069,1.17599475,1.21330357
1.26986325,1.17559052,1.14629889,1.20015669
1.25845313,1.18906713,1.08552098,1.19061315
1.24467015,1.18756306,1.15424693,1.20260429
1.25956357,1.19376874,1.19123876,1.21962714
1.23636079,1.20260346,1.17460334,1.22284806
1.26927364,1.2115792,1.15913761,1.22344148
1.26414633,1.20719111,1.24077654,1.20189464
1.25719821,1.20169818,1.29041803,1.20843446
1.27314878,1.20984161,1.31551957,1.21810889
1.26026499,1.19761026,1.13979113,1.25419521
1.2540803,1.18485773,1.12298,1.25736535
1.22386539,1.18359387,1.28771293,1.25326228
1.22913861,1.19772303,1.3786025,1.22818565
1.21331763,1.20119441,1.2697202,1.21392953
1.22283447,1.20054126,1.24715042,1.23707902
1.2349633,1.20893621,1.2601372,1.19235051
1.22700417,1.24733174,1.24405563,1.19704413
1.21095598,1.27080321,1.24135327,1.20320916
1.21996677,1.25583291,1.21554708,1.20364332
1.21247804,1.23525429,1.21341681,1.19814157
1.19769788,1.2263366,1.28195322,1.21932149
1.20700896,1.22004235,1.25152338,1.2711041
1.19891703,1.21242785,1.19797373,1.28224444
