Cross Lochs,Restored 2006,Restored 2015,Erosion
0.01700588,0.00539021,0.0077153,0.01264865
0.01520132,0.00943504,0.00817084,0.01216086
0.0198267,0.012144,0.00737611,0.01239242
0.01696916,0.01342949,0.00854438,0.01091097
0.01712671,0.01234372,0.00794231,0.00741088
0.01719901,0.01452686,0.00924285,0.0057259
0.01830804,0.01512943,0.00686584,0.00525155
0.0193955,0.0119408,0.00924765,0.00686673
0.01324958,0.01171341,0.00937501,0.00948684
0.01351266,0.01204599,0.01142906,0.01023894
0.01249121,0.0107857,0.0111006,0.0129375
0.01272669,0.01121137,0.0108495,0.01103855
0.01119342,0.01155061,0.00949446,0.01240929
0.00912013,0.01249067,0.00809915,0.0133497
0.00808541,0.01376092,0.01245385,0.01143699
0.00766928,0.01292062,0.01251356,0.01236305
0.00619373,0.01290953,0.02041364,0.01154009
0.00652896,0.01018406,0.02391401,0.01251501
0.00761198,0.01076428,0.02065529,0.01052847
0.00627181,0.01057655,0.02412057,0.01042511
0.00700282,0.01070662,0.01861213,0.01041504
0.00811868,0.01087934,0.0197601,0.00901175
0.00874859,0.00997098,0.02203415,0.00927602
0.00639788,0.00983778,0.02737577,0.00742079
0.00796802,0.01042007,0.02203187,0.00935862
0.00830206,0.00877425,0.01982278,0.01056866
0.00788702,0.00983659,0.02108358,0.00978282
0.00777534,0.00914364,0.02361098,0.01179013
0.00845253,0.00887629,0.02681401,0.0099056
0.0099228,0.01023503,0.02407776,0.00857577
0.01003163,0.00941382,0.02953765,0.00702769
0.01117047,0.00912766,0.01282479,0.0080675
0.01247972,0.00931744,-0.00498383,0.01092597
0.01310886,0.00944333,0.00828223,0.01127957
0.01180587,0.00833109,0.00372481,0.01352274
0.01174206,0.00530041,0.01076248,0.01015269
0.01146691,0.00619341,0.01491486,0.00795666
0.01206621,0.00381565,0.01375493,0.0083544
0.01397591,0.00527544,0.01355542,0.00881405
0.01530925,0.00473849,0.01318875,0.0089058
0.01508781,0.00576593,0.01466557,0.0081218
0.01670824,0.00603203,0.0130444,0.01047714
0.01601087,0.0068873,0.01474458,0.01245907
0.01569673,0.00561789,0.01545258,0.01156213
0.01545922,0.00715642,0.0173429,0.01159883
0.01404285,0.00730233,0.02022438,0.00940739
0.01001469,0.00718454,0.01954699,0.01029927
0.00940732,0.00740223,0.01917168,0.0078814
0.00458224,0.00677313,0.01110505,0.0104297
0.00500298,0.00727814,0.01135829,0.0109629
0.00700814,0.00695959,0.00988389,0.01129322
0.00858944,0.00645846,0.0095951,0.01096898
0.01075778,0.00532641,0.0109276,0.01237528
0.01048263,0.00639822,0.01317042,0.01013673
0.01368577,0.00699279,0.01026969,0.00965436
0.0120737,0.00754791,0.00909248,0.00956423
0.01139178,0.00713642,0.00876366,0.01033727
0.01028244,0.0086499,0.00996463,0.01076429
0.00200889,0.00709795,0.01069217,0.01032128
0.00228207,0.00669593,0.00943702,0.00960881
0.00226054,0.0080668,0.01151345,0.00902564
0.00161872,0.00932645,0.00935683,0.00866378
0.0021939,0.0102161,0.00923048,0.00841599
0.00230812,0.01129786,0.00711434,0.00732663
0.00238307,0.01222971,0.00763887,0.00813003
0.00236248,0.00868832,0.00595857,0.01006888
0.00155343,0.00965788,0.00779378,0.00875138
0.0016706,0.00511044,0.0067941,0.01113202
0.00174875,0.00031486,0.00622405,0.01137198
0.00244021,0.0019785,0.00685021,0.00846192
0.00173474,9.15E-05,0.0081301,0.00984352
0.00169856,-3.79E-05,0.00663631,0.01145291
0.0008567,-0.00051877,0.00621389,0.01114101
0.00175101,0.00181134,0.00415842,0.00777932
0.00236533,0.00463459,0.00544863,0.00940637
0.00211496,0.00421163,0.00718947,0.0088095
0.00202455,0.00394654,0.0053277,0.00972905
0.00113688,0.00244601,0.00432958,0.01066806
0.00223103,0.00206978,0.00307666,0.0099277
0.00094134,0.0018479,0.00413179,0.01034392
0.0016264,0.00168909,0.00442287,0.01046129
0.00152438,0.0011548,0.00980306,0.01092445
0.00254155,0.00074907,0.01656227,0.00841979
0.00119083,0.00108753,0.01747987,0.00795574
0.00201482,-0.00092093,0.01743095,0.00882795
0.00177456,-0.00088041,0.01843101,0.00862263
0.00144416,0.00170802,0.01244515,0.00728798
0.00162834,0.00452775,0.00909746,0.00613816
0.0016801,0.0062066,0.00770795,0.00299354
0.00250558,0.00627361,0.01322739,0.00250144
0.00191843,0.00561848,0.02251378,0.00344732
0.00250075,0.00464398,0.02895874,0.00376007
0.00178394,0.00472791,0.01321179,0.00328097
0.00215304,0.00367659,0.01147673,0.00300774
-0.00367898,0.00512972,0.02318838,0.00238547
-0.00234336,0.00538564,0.02270514,0.0010979
0.00693121,0.00547712,0.00942151,0.00137839
0.01342519,0.00352149,0.00814279,0.0012693
0.01510933,0.00193926,0.00815011,0.003689
0.01186223,0.00175985,0.00771326,0.00384675
0.01312026,-7.36E-05,0.00604479,0.00300333
0.01196674,-0.00013752,0.01045523,0.00473218
0.0118633,0.00432219,0.0124889,0.00484855
0.01319055,0.00825818,0.01315133,0.00480282
0.01437679,0.01020161,0.01474528,0.00513531
0.01299299,0.01176638,0.01496015,0.00468405
0.01546894,0.01034082,0.0126895,0.00258578
0.01426666,0.00993969,0.01253608,0.00267242
0.01328401,0.00880647,0.01024613,0.00295017
0.01576429,0.0104269,0.01254611,0.00239236
0.01629187,0.01042042,0.01039696,0.00328781
0.0146904,0.01445904,0.0126847,0.00316219
0.01380799,0.01403503,0.01217104,0.00410696
0.01315903,0.01387997,0.01167093,0.00416537
0.01204645,0.01471789,0.0105413,0.00328663
0.0101108,0.01480962,0.01052677,0.00405594
0.00938097,0.01408911,0.01179476,0.00514302
0.0088241,0.01476419,0.01228824,0.00700226
0.00784292,0.01430005,0.0140406,0.00806083
0.00614136,0.01361776,0.01513344,0.00667672
0.00653416,0.01411314,0.01496781,0.00610664
0.00804493,0.01389293,0.01551716,0.0078567
0.00979178,0.01390235,0.01340809,0.00656322
0.01270962,0.01394715,0.01291925,0.00770126
0.01407037,0.01371244,0.01252709,0.00793419
0.01336741,0.01530588,0.01384534,0.00684401
0.01252542,0.01328548,0.01373622,0.00733
0.01364889,0.01170827,0.01410615,0.006572
0.0146984,0.01210277,0.01389381,0.00835007
0.01543593,0.01440078,0.0130754,0.00738483
0.01589902,0.01310814,0.01412368,0.0072961
0.01561712,0.01269216,0.01418836,0.00633005
0.01991102,0.01288547,0.01257149,0.00692461
0.01962076,0.01418807,0.00903479,0.00609086
0.01827921,0.01388495,0.01188415,0.00728589
0.01783192,0.01394754,0.01317842,0.00669274
0.01970144,0.01366458,0.01365727,0.00510759
0.01947866,0.01319165,0.01307179,0.00661109
0.02018166,0.00561059,0.01568675,0.00427209
0.02003965,0.00472695,0.01474005,0.00588045
0.01974121,0.01040582,0.01521154,0.00788377
0.01962057,0.0122462,0.01693054,0.00731155
0.01935166,0.01298475,0.01495005,0.00735614
0.01967414,0.01424792,0.0148823,0.00728238
0.01856859,0.01410408,0.01528093,0.00753509
0.01858985,0.01493592,0.01543909,0.00725916
0.01931293,0.01467491,0.0137634,0.0092707
0.0186571,0.0143396,0.01318811,0.00986139
0.0174098,0.01379709,0.01230288,0.00840147
0.0189205,0.01231775,0.00880528,0.00766627
0.02041364,0.011955,0.00899175,0.00594969
0.02033864,0.01132466,0.01251931,0.00816465
0.01963392,0.01034047,0.0126224,0.00758616
0.01742499,0.00981817,0.00964374,0.01026285
0.0185575,0.01044443,0.01194546,0.00935038
0.01655187,0.01123452,0.00477076,0.00899982
0.01627599,0.01146016,0.00905033,0.00943565
0.01687586,0.01209357,0.01280017,0.00951843
0.01646692,0.01096391,0.01260175,0.00885925
0.01701503,0.01097155,0.02702256,0.00939316
0.01672667,0.01093549,0.02861559,0.01057902
0.01838164,0.01275034,0.02810745,0.01047719
0.01731673,0.00881384,0.03127855,0.01065277
0.01907684,0.00867751,0.03028674,0.01010481
0.01655953,0.01143853,0.03126298,0.01100075
0.01656005,0.01205119,0.02004981,0.01039705
0.01769145,0.01236454,0.01885568,0.01152543
0.01690619,0.01383387,0.01858196,0.01064324
0.01710375,0.01277974,0.02087963,0.0111695
0.01790959,0.01086956,0.01877762,0.01219027
0.01858181,0.00999429,0.01425517,0.01209328
0.01719269,0.01143787,0.01497279,0.01141686
0.01734404,0.01149814,0.01381145,0.01089755
0.01633836,0.01090693,0.0100707,0.00944158
0.01606418,0.00933807,0.01638821,0.01134891
0.01746394,0.00933162,0.01504394,0.00993117
0.01807745,0.00903354,0.01679377,0.01236264
0.01885292,0.01145053,0.02154909,0.0118975
0.01765607,0.0098642,0.01879941,0.01318143
0.01744983,0.01204941,0.01735665,0.0123016
0.01796901,0.01228506,0.01570407,0.01348951
0.01653053,0.01114758,0.01951462,0.01434622
0.01927713,0.01012462,0.02155368,0.01442711
0.01655346,0.01047236,0.02212167,0.01398606
0.01493442,0.01206152,0.02092002,0.01335274
0.01375446,0.01161005,0.01750952,0.0142844
0.01446028,0.00782954,0.01721793,0.01390155
0.01676469,0.00739439,0.02110684,0.01572391
0.01755594,0.01465566,0.01932527,0.01338591
0.01787539,0.0131858,0.01872015,0.01395986
0.01965393,0.00908296,0.0130482,0.01320758
0.0204626,0.01036238,0.01290247,0.01323482
0.01974063,0.0166517,0.01299226,0.01310983
0.02105466,0.01374641,0.01238787,0.01225698
0.0201489,0.0128549,0.01024881,0.01281288
0.01984207,0.01102363,0.00946835,0.01180984
0.02082218,0.00733485,0.00733579,0.01264253
